smarts,label
[#6][Sv6X4](=[OX1])(=[OX1])[OX2][Sv6X4](=[OX1])(=[OX1])[#6],"Reactive, unstable, toxic"
[#6][Sv6X4](=[OX1])(=[OX1])[OX2][CX4],"Reactive, unstable, toxic"
"[#6,#1][OX2,OH1][Sv6X4](=[OX1])(=[OX1])[OX2][CX4]","Reactive, unstable, toxic"
[Pv3X3]([#8])([#8])[#8],"Reactive, unstable, toxic"
"[Pv3X3]([#8])([#8])[F,Cl,Br,I]","Reactive, unstable, toxic"
"[Pv3X3]([#8])([#6])[F,Cl,Br,I]","Reactive, unstable, toxic"
"[Pv3X3]([#6])([#6])[F,Cl,Br,I]","Reactive, unstable, toxic"
[Pv3X3]([#6])([#6])([#6]),"Reactive, unstable, toxic"
"[Pv3X3]([#8])([#7])[F,Cl,Br,I]","Reactive, unstable, toxic"
"[Pv3X3]([#7])([#7])[F,Cl,Br,I]","Reactive, unstable, toxic"
"[#16][Pv3X3]([#6])[F,Cl,Br,I]","Reactive, unstable, toxic"
[Pv3X3]([#7])([#7])[#7],"Reactive, unstable, toxic"
[PX4+]([#6])([#6])([#6])([#6]),"Reactive, unstable, toxic"
"[CX3]([#6])([F,Cl,Br])=[NX2][#8]","Reactive, unstable, toxic"
"[#6][CX3](=[SX1])[F,Cl,Br,I]","Reactive, unstable, toxic"
"[#8][CX3](=[OX1])[F,Cl,Br,I]","Reactive, unstable, toxic"
"[#7][CX3](=[OX1])[F,Cl,Br,I]","Reactive, unstable, toxic"
"[#6][$([NX2+]#[CX1-]),$([NX2]#[CX1])]","Reactive, unstable, toxic"
"[$([NX2]=[NX2+]=[NX1-]),$(N=[NX2+]=N),$([NX2-]-[NX2+]#[NX1])]","Reactive, unstable, toxic"
"[#6,#1][CX3](=[SX1])[OX2][#6]","Reactive, unstable, toxic"
"[#6,#1][CX3](=[OX1])[SX2][#6]","Reactive, unstable, toxic"
[#6][CX3](=[SX1])[#6],"Reactive, unstable, toxic"
[#6][CX3](=[SX1])[#7],"Reactive, unstable, toxic"
[OX2][OX2],"Reactive, unstable, toxic"
[SX2!R][SX2!R],"Reactive, unstable, toxic"
[#6][NX2]=[OX1],"Reactive, unstable, toxic"
"[#6][OX2][$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]","Reactive, unstable, toxic"
"[#7][$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]","Reactive, unstable, toxic"
[#7][NX2]=[OX1],"Reactive, unstable, toxic"
[#6][NX2]=[NX2][#6],"Reactive, unstable, toxic"
"[#6][$([NX2]=[NX3+]([O-])[#6]),$([NX2]=[NX3](=[OX1])[#6])]","Reactive, unstable, toxic"
"[$([#6][NX3+]([OX1-])=[NX3+]([OX1-])[#6]),$([#6][NX3](=[OX1])=[NX3](=[OX1])[#6])]","Reactive, unstable, toxic"
"[#6][NX3][F,Cl,Br]","Reactive, unstable, toxic"
"[#6][Sv2X2][F,Cl,Br,I]","Reactive, unstable, toxic"
"[#6][Sv4X3](=[OX1])[F,Cl,Br,I]","Reactive, unstable, toxic"
"[$([NX2+]#[NX1]),$([NX2]#N)]","Reactive, unstable, toxic"
"[CX3](=[#7])([#7])[Cl,Br,I]","Reactive, unstable, toxic"
"[#6,#1][CX3]([H])=[OX1]","Reactive, unstable, toxic"
[#6][CX3]=[NX2][#6],"Reactive, unstable, toxic"
[#6][NX3;!$([NX3](=[OX1])=[OX1]);!$([NX3+](=[OX1])[O-])][NX3;!$([NX3](=[OX1])=[OX1]);!$([NX3+](=[OX1])[O-])],"Reactive, unstable, toxic"
[CX3]=[NX2][NX3][#6],"Reactive, unstable, toxic"
[OH1][NX3][#6],"Reactive, unstable, toxic"
"[$([OX1-,OH1][#7X4+]([*])([*])([*])),$([OX1]=[#7X4v5]([*])([*])([*])),$([OX1]=[Nv5X3&!$([Nv5X3](=[OX1])=[OX1])](=[*])([*])),$([OX1-,OH1][#7X3+R](~[R])(~[R])),$([OX1]=[#7v5X3R](~[R])(~[R]))]","Reactive, unstable, toxic"
N[CX4]N,"Reactive, unstable, toxic"
[NX4+]([#6])([#6])([#6])([#6]),"Reactive, unstable, toxic"
[SX3+]([#6])([#6])([#6]),"Reactive, unstable, toxic"
"[#6][CX3](=[OX1])[CX4][Cl,Br,I]","Reactive, unstable, toxic"
"[NX3][CX4][CX4][Cl,Br,I]","Reactive, unstable, toxic"
"[Sv2X2][CX4][CX4][Cl,Br,I]","Reactive, unstable, toxic"
[CX3](=[OX1])([#8])[CX3]=[CX3],"Reactive, unstable, toxic"
[CX3](=[OX1])([#7])[CX3]=[CX3],"Reactive, unstable, toxic"
[CX3](=[OX1])([#6])[CX3]=[CX3],"Reactive, unstable, toxic"
[Sv6X4](=[OX1])(=[OX1])[CX3]=[CX3],"Reactive, unstable, toxic"
"[CX3]=[CX3][$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]","Reactive, unstable, toxic"
[NX1]#CC=C,"Reactive, unstable, toxic"
[Pv5X4](=[OX1])([#8])([#8])[CX3]=[CX3],"Reactive, unstable, toxic"
"[$(n1c([CX3]=[CX3])cccc1),$(n1cc([CX3]=[CX3])ccc1),$(n1ccc([CX3]=[CX3])cc1)]","Reactive, unstable, toxic"
C1(=[OX1])C=CC(=[OX1])[NX3]1,"Reactive, unstable, toxic"
[CX3]=[CX2]=[OX1],"Reactive, unstable, toxic"
C=C=C,"Reactive, unstable, toxic"
[CX4]1[OX2][CX4]1,"Reactive, unstable, toxic"
[CX4]1[SX2][CX4]1,"Reactive, unstable, toxic"
[CX4]1[NX3][CX4]1,"Reactive, unstable, toxic"
[CX4]1[OX2][CX4][CX4]1,"Reactive, unstable, toxic"
[CX4]1[SX2][CX4][CX4]1,"Reactive, unstable, toxic"
[Sev2X2],"Reactive, unstable, toxic"
[Si]([#8])([#6])([#6])([#6]),"Reactive, unstable, toxic"
[Si]([#7])([#6])([#6])([#6]),"Reactive, unstable, toxic"
"c1ccccc1([CX4][Cl,Br,I])","Reactive, unstable, toxic"
"[F,Cl,Br,I][CX4][#8]","Reactive, unstable, toxic"
"[F,Cl,Br,I][CX4][#16]","Reactive, unstable, toxic"
"[F,Cl,Br,I][CX4][#7]","Reactive, unstable, toxic"
[OX1]=[I!X1][#6],"Reactive, unstable, toxic"
N[CX3](=[SX1])N,"Reactive, unstable, toxic"
N[CX3](=[SX1])S,"Reactive, unstable, toxic"
[CX3](=[SX1])(S)S,"Reactive, unstable, toxic"
[CX3](=[SX1])([#6])S,"Reactive, unstable, toxic"
[Sv6X4](=[OX1])([#8])([#8])[SX2][#6],"Reactive, unstable, toxic"
[#7v4X3R],"Reactive, unstable, toxic"
"[$([Te]~[#6]),$([As]~[#6]),$([Ge]~[#6]),$([Hg]~[#6]),$([Co]~[#6]),$([Fe]~[#6]),$([Mn]~[#6]),$([Cr]~[#6]),$([Ti]~[#6]),$([Sn]~[#6])]","Reactive, unstable, toxic"
"[#6]1=,:[#6]C(=[OX1,SX1])N[SX2]1",Skin sensitization
"[!$(C=C);!$(C#C)]C(=[O,SX1])[F,Cl,Br,I]",Skin sensitization
"[!$(C=C);!$(C#C)]C(=N)[F,Cl,Br,I]",Skin sensitization
"[!$(C=C);!$(C#C)]C(=[O,SX1,N])[O,S,N][a]",Skin sensitization
"[!$(C=C);!$(C#C)]C(=[O,SX1,N])[O,S,N]C(=[O,SX1,N])",Skin sensitization
"[!$(C=C);!$(C#C)]C(=[O,S,N])[O,S][$(C=C),$(C=N),$(C#C),$(C#N)]",Skin sensitization
"[#6]1C(=[O,S])[O,N,S][#6]1",Skin sensitization
"[C,N,O,S,a]c1[n,o,s]c2ccccc2[n,o,s]1",Skin sensitization
"[#6]1[#6](=[N,O,S])[#7,#8,#16][#6][#7,#8,#16]1",Skin sensitization
"[C,O]=[#6]1[#7,#8,#16][#6](=[O,N,SX1])c2ccccc12",Skin sensitization
"[!$(C=C);!$(C#C)]C(=[O,SX1,N])[O,S,N][CX4,O,S][$(C=O),a,$(C=C),$(C#C),$(C=N),$(C#N)]",Skin sensitization
"C1=[C,N][$(S(=O)(=O)),$(C=[N,O]),$(S=O)][C,N]=C1c2ccccc2",Skin sensitization
"[CH2,CH]=C1C(=[OX1,SX1])**C1",Skin sensitization
"c1c([OH,NH2,NH])c([OH,NH2,NH,$(N=N),$(N(C)C)])ccc1",Skin sensitization
"c1c([OH,NH2,NH])ccc([OH,NH2,NH,$(N=N),$(N(C)C)])c1",Skin sensitization
"c1c([OH,NH2,NH])cc([OH,NH2,NH,$(N(C)C)])cc1",Skin sensitization
c1([OH])c(O[CH3])cccc1,Skin sensitization
c1([OH])ccc(O[CH3])cc1,Skin sensitization
c1c([OH])ccc(C=C[CH3])c1,Skin sensitization
"C([F,Cl,Br,I])[CH2,CH][a]",Skin sensitization
c1([OH])ccc([CH2][CH]=[CH2])cc1,Skin sensitization
c1(O[CH3])ccc([CH2][CH]=[CH2])cc1,Skin sensitization
[OH]c1cccc2ccccc12,Skin sensitization
"F[CH2,CH]C(F)[$(N(=[OX1])=[OX1]),$(C=O),$(C#N),$(S=O),$(C(=O)N),$(a)]",Skin sensitization
"Cl[CH2,CH]C(Cl)[$(N(=[OX1])=[OX1]),$(C=O),$(C#N),$(S=O),$(C(=O)N),$(a)]",Skin sensitization
"Br[CH2,CH]C(Br)[$(N(=[OX1])=[OX1]),$(C=O),$(C#N),$(S=O),$(C(=O)N),$(a)]",Skin sensitization
"I[CH2,CH]C(I)[$(N(=[OX1])=[OX1]),$(C=O),$(C#N),$(S=O),$(C(=O)N),$(a)]",Skin sensitization
[CX3]=[CX2]=[OX1],Acute Aquatic Toxicity
"[Br,Cl,F,I][CX3](=[OX1])[#1,*&!$([OH1])&!$([SH1])]",Acute Aquatic Toxicity
"[$([#6]1[CX3](=[OX1])[OX2][CX3](=[OX1])[#6]1),$([#6]1[CX3](=[OX1])[OX2][CX3](=[OX1])[#6][#6]1)]",Acute Aquatic Toxicity
[NX3]([CX4])([CX4])[CX3](=[OX1])Cl,Acute Aquatic Toxicity
[NX2]=[CX2]=[OX1],Acute Aquatic Toxicity
[NX2]=[CX2]=[SX1],Acute Aquatic Toxicity
"[#6,#1][CX3]([H])=[OX1]",Acute Aquatic Toxicity
"[$([#6&!$(C=[O,N,S])]1[OX2][CX3](=[OX1])[#6]1),$([#6&!$(C=[O,N,S])]1[OX2][CX3](=[OX1])[#6][#6]1)]",Acute Aquatic Toxicity
[CX4]1[OX2][CX4]1,Acute Aquatic Toxicity
[CX4]1[NX3][CX4]1,Acute Aquatic Toxicity
[#6][Sv6X4!R](=[OX1])(=[OX1])[OX2!R][#6],Acute Aquatic Toxicity
[#6][OX2!R][Sv6X4!R](=[OX1])(=[OX1])[OX2!R][#6],Acute Aquatic Toxicity
[Pv5X4]([OX2][#6])([OX2][#6])([OX2][#6])(=[OX1]),Acute Aquatic Toxicity
"[$([#6]1[Sv6X4](=[OX1])(=[OX1])[OX2][#6]1),$([#6]1[Sv6X4](=[OX1])(=[OX1])[OX2][#6][#6]1),$([#6]1[Sv6X4](=[OX1])(=[OX1])[OX2][#6][#6][#6]1)]",Acute Aquatic Toxicity
"[$([#6]1[OX2][Sv6X4](=[OX1])(=[OX1])[OX2][#6][#6]1),$([#6]1[OX2][Sv6X4](=[OX1])(=[OX1])[OX2][#6][#6][#6]1)]",Acute Aquatic Toxicity
"[F,Cl,Br,I][#6][CX3](=[OX1])[OX2H1]",Acute Aquatic Toxicity
"[F,Cl,Br,I][#6][CX3](=[OX1])[NX3]",Acute Aquatic Toxicity
"[$([F,Cl,Br,I]C[OX2]C),$([F,Cl,Br,I]CC[OX2]C)]",Acute Aquatic Toxicity
"[F,Cl,Br,I][CX4][CX4][SX2]",Acute Aquatic Toxicity
"[F,Cl,Br,I][CH2][CH2][NX3]",Acute Aquatic Toxicity
[#6]=[#6][CX3](=[OX1])[NX3],Acute Aquatic Toxicity
C=CC#[NX1],Acute Aquatic Toxicity
C=C[CX3]([H])=[OX1],Acute Aquatic Toxicity
"[#6]=[#6][$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]",Acute Aquatic Toxicity
[#6]=[#6][Sv6X4](=[OX1])(=[OX1]),Acute Aquatic Toxicity
[#6]=[#6][CX3](=[OX1])[OX2][#6],Acute Aquatic Toxicity
[CX3]=[CX3][CX3](=[OX1])[OX2H1],Acute Aquatic Toxicity
[#6]=[#6][CX3](=[OX1])([!#1!$([OH1])]),Acute Aquatic Toxicity
"[#6X3]1=,:[#6X3]-,:[#6X3](=[OX1])-,:[#6X3]=,:[#6X3]-,:[#6X3]1(=[OX1])",Acute Aquatic Toxicity
"[*!$([a])&!$(C=C)&!$(C#C)][CX4][F,Cl,Br,I]",Acute Aquatic Toxicity
"[a!r0][F,Cl,Br,I]",Acute Aquatic Toxicity
"[F,Cl,Br,I][CX4][CX3]=[CX3]",Acute Aquatic Toxicity
"c[CX4][F,Cl,Br,I]",Acute Aquatic Toxicity
"[$([#6]=[NX2+]=N),$([#6]=[NX2]=[NX1]),$([#6]=[NX2+]=[NX1-]),$([#6]-[NX2+]#[NX1]),$([#6-]-[NX2+]#[NX1])]",Acute Aquatic Toxicity
"[$([Cu][#6]),$([Ag][#6]),$([Au][#6]),$([Zn][#6]),$([Cd][#6]),$([Hg][#6]),$([Sn][#6]),$([Pb][#6]),$([As][#6]),$([Sb][#6])]",Acute Aquatic Toxicity
[NX4+]([CX4])([CX4])([CX4])([CX4]),Acute Aquatic Toxicity
[SX3+]([CX4])([CX4])([CX4]),Acute Aquatic Toxicity
II,Acute Aquatic Toxicity
[#1][OX2][OX2][#1],Acute Aquatic Toxicity
[Sv4X3](=[OX1]),Acute Aquatic Toxicity
[SX2][IX1],Acute Aquatic Toxicity
[SX2][SX2],Acute Aquatic Toxicity
[SX2][Sv4X3](=[OX1]),Acute Aquatic Toxicity
[SX2][Sv6X4](=[OX1])(=[OX1]),Acute Aquatic Toxicity
[SX2][SX2][CX3](=[OX1])[OX2],Acute Aquatic Toxicity
[OX1]=[AsX2],Acute Aquatic Toxicity
[SX2][CX2]#[NX1],Acute Aquatic Toxicity
"[F,Cl,Br,I][SX2]",Acute Aquatic Toxicity
c1cc(ccc1[CH1](C(Cl)(Cl)Cl)c1ccc(cc1)Cl)Cl,Acute Aquatic Toxicity
"[OX2,SX2][CX3](=[OX1,SX1])[NX3]",Acute Aquatic Toxicity
[Sn][#6],Acute Aquatic Toxicity
"[$(CC(=C[CH]1C([CH]1C(=O)OC1C(=C(C(=O)C1)CC=CC=C)C)(C)C)C),$(C(=C[CH]1C([CH]1C(=O)O[CH]1C(=C(C(=O)C1)CC=CC=C)C)(C)C)(C)C(=O)OC)]",Acute Aquatic Toxicity
"[Pv5X4](=[SX1])([OX2][#6])([OX2,SX2][#6])([OX2,SX2][#6])",Acute Aquatic Toxicity
"[CH,$([C](=[O!R,SX1!R])[#6])](=[O!R,SX1!R])[F,Cl,Br,I]",Potential electrophilic agents
"[CH,$([C!R](=[O,SX1])[#6!R])](=[O,SX1])[O!R,SX2!R,NX3!R][$([a;r6]),$([a;r5]),$(C=C),$(C#C)]",Potential electrophilic agents
"[CH,$([C!R]([O,SX2])(=[O,SX1])[#6!R])](=[O,SX1])[O!R,SX2!R][CH,$([C!R]([O,SX2])(=[O,SX1])[#6!R])]=[O,SX1]",Potential electrophilic agents
"[NH2!R,$([NH!R](C=O)[#6!R]),$(N(C=O)([#6!R])[#6!R])]C(=O)[F,Cl,Br,I]",Potential electrophilic agents
"[#6][Sv6X4!R](=O)(=O)[F,Cl,Br,I,$(C#N)]",Potential electrophilic agents
"[#6]O[P!R](=O)(O[#6])[F,Cl,Br,I,$(C#N)]",Potential electrophilic agents
"[#6]1([#1,#6])=,:[#6]([#1,#6])-,:[#6]1=O",Potential electrophilic agents
C1C(=O)OC1,Potential electrophilic agents
C1C(=O)SC1,Potential electrophilic agents
C1C(=O)NC1,Potential electrophilic agents
"C1=[O,SX2,NX2,CX3]CC(=[O,SX2])[O,SX2,NX3]1",Potential electrophilic agents
"[#6R,#8R,#16X2R][#6R](=[O,SX1])[#8R,#16X2R][#6R]([#6,#8R,#16X2])=[#8,#16X1]",Potential electrophilic agents
[NX2]=[CX2]=[OX1],Potential electrophilic agents
[NX2]=[CX2]=[SX1],Potential electrophilic agents
[#6]N=C=N[#6],Potential electrophilic agents
[#6]N=C(S[#6])S[#6],Potential electrophilic agents
"[CH2,$([CH][#6]),$(C([#6])[#6])]=C=O",Potential electrophilic agents
"[$([CH2]),$([CH][#6])]=[CH,$(C[#6])][CH]=O",Potential electrophilic agents
"[$([$([CH2]),$([CH][#6])]=[CH,$(C[#6])]C(=O)[#6]);!$([#6X3]1=,:[#6X3H][CX3](=[OX1])[#6X3]=,:[#6X3][#6X3]1(=[OX1]));!$([CX3]1(=[OX1])[CX3](=[OX1])[#6X3]=,:[#6X3H][#6X3]=,:[#6X3]1)]",Potential electrophilic agents
"[$([CH2]),$([CH][#6])]=[CH,$(C[#6])]C(=O)O[#6]",Potential electrophilic agents
"[$([CH2]),$([CH][#6])]=[CH,$(C[#6])]C(=O)[NH2,$([NH](C=O)[#6]),$(N(C=O)([#6])[#6])]",Potential electrophilic agents
"[$([CH2]),$([CH][#6])]=[CH,$(C[#6])][$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]",Potential electrophilic agents
"[$([CH2]),$([CH][#6])]=[CH,$(C[#6])]C#N",Potential electrophilic agents
"[$([CH2]),$([CH][#6])]=[CH,$(C[#6])]S(=O)(=O)O[#6]",Potential electrophilic agents
"[$([CH2]),$([CH][#6])]=[CH,$(C[#6])]S(=O)(=O)[#6]",Potential electrophilic agents
"[$([CH2]),$([CH][#6])]=[CH,$(C[#6])][SX3](=O)[#6]",Potential electrophilic agents
"[$([CH2]),$([CH][#6])]=[CH,$(C[#6])]C=[NX2][OH]",Potential electrophilic agents
"[$([CH2]),$([CH][#6])]=[CH,$(C[#6])][$(c1ncccc1),$(c1ccncc1)]",Potential electrophilic agents
"[$([CH2]),$([CH][#6])]=[CH,$(C[#6])]c1nccnc1",Potential electrophilic agents
"[$([CH2]),$([CH][#6])]=[CH,$(C[#6])][$(c1ncncc1),$(c1ncccn1),$(c1cncnc1)]",Potential electrophilic agents
"[$([CH2]),$([CH][#6])]=[CH,$(C[#6])][$(c1ncncn1),$(c1nncnc1),$(c1nnccn1),$(c1cnncn1),$(c1nnncc1),$(c1cnnnc1)]",Potential electrophilic agents
"[NH2,$([NH](C=O)[#6]),$(N(C=O)([#6])[#6])]C(=O)N=NC(=O)[NH2,$([NH](C=O)[#6]),$(N(C=O)([#6])[#6])]",Potential electrophilic agents
"[CH2,$([CH](=C)[#6])]=[CH,$(C(=C)([CH2][OH])[#6])][CH2][OH]",Potential electrophilic agents
[#6][Sv6X4](=[OX1])(=[OX1])[CX4][CX4][OX2][Sv6X4](=[OX1])(=[OX1])[OH1],Potential electrophilic agents
"[CH,$(C(#C)[#6])]#C[CH]=O",Potential electrophilic agents
"[CH,$(C(#C)[#6])]#CC(=O)[#6]",Potential electrophilic agents
"[CH,$(C(#C)[#6])]#CC(=O)O[#6]",Potential electrophilic agents
"[CH,$(C(#C)[#6])]#CC(=O)[$([NH2]),$([NH](C=O)[#6]),$(N(C=O)([#6])[#6])]",Potential electrophilic agents
"[CH,$(C(#C)[#6])]#C[$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]",Potential electrophilic agents
"[CH,$(C(#C)[#6])]#CC#N",Potential electrophilic agents
"[CH,$(C(#C)[#6])]#CS(=O)(=O)O[#6]",Potential electrophilic agents
"[CH,$(C(#C)[#6])]#CS(=O)(=O)[#6]",Potential electrophilic agents
"[CH,$(C(#C)[#6])]#C[SX3](=O)[#6]",Potential electrophilic agents
"[CH,$(C(#C)[#6])]#C[$(c1ncccc1),$(c1ccncc1)]",Potential electrophilic agents
"[CH,$(C(#C)[#6])]#Cc1nccnc1",Potential electrophilic agents
"[CH,$(C(#C)[#6])]#C[$(c1ncccn1),$(c1cncnc1),$(c1ncncc1)]",Potential electrophilic agents
"[CH,$(C(#C)[#6])]#C[$(c1ncncn1),$(c1nncnc1),$(c1nnccn1),$(c1cnncn1)]",Potential electrophilic agents
"[CH,$(C(#C)[#6])]#C[CH2][OH]",Potential electrophilic agents
"[$(C1(=O)[#6]=,:[#6]C(=O)[CH]=C1),$(C1(=O)C(=O)[#6]=,:[#6][CH]=C1)]",Potential electrophilic agents
"[$(C1(=O)[#6]=,:[#6][$(C=[NH]),$(C=N[CX4])][CH]=C1),$(C1(=O)[$(C=[NH]),$(C=N[CX4])][#6]=,:[#6][CH]=C1),$(C1(=O)[$(C=[NH]),$(C=N[CX4])]C=[CH][#6]=,:[#6]1)]",Potential electrophilic agents
"[$([CH]1=C[$(C=[NH]),$(C=N[CX4])][#6]=,:[#6][$(C=[NH]),$(C=N[CX4])]1),$([CH]1=C[$(C=[NH]),$(C=N[CX4])][$(C=[NH]),$(C=N[CX4])][#6]=,:[#6]1)]",Potential electrophilic agents
"[$(c1([OH,$(O[CH3])])c[cH]c([OH,$(O[CH3])])cc1),$(c1([OH,$(O[CH3])])c([OH,$(O[CH3])])cc[cH]c1)]",Potential electrophilic agents
"[$(c1([OH])c[cH]c([NH2])cc1),$(c1([OH])c([NH2])cc[cH]c1)]",Potential electrophilic agents
"[$(c1([NH2])c[cH]c([NH2])cc1),$(c1([NH2])c([NH2])cc[cH]c1)]",Potential electrophilic agents
"[$(C1=CC(=O)[#6]=,:[#6]C1(=[CH][CX4])),$(C1(=[CH][CX4])C(=O)[#6]=,:[#6]C=C1)]",Potential electrophilic agents
"[$([cH]1cc(=[O,NH])cc[o,n]1),$([cH]1cc(=[O,NH])[o,n]cc1),$(c1cc(=[O,NH])[o,n][cH]c1)]",Potential electrophilic agents
"[c;R1,R2,R3]1[c;R1,R2,R3][c;R1,R2,R3][c;R2,R3]2[c;R2,R3]([c;R1,R2,R3]1)[c;R1,R2,R3][c;R1,R2,R3][c;R1,R2,R3][c;R1,R2,R3]2",Potential electrophilic agents
"O=C1[NH,$(N(C=O)(C=O)[#6])]C(=O)[CH,$(C(C=O)(=C)[#6])]=[CH]1",Potential electrophilic agents
"[CH2,$([CH](=O)[CX4]),$([CH](=O)c1a(*)caaa1),$([CH](=O)c1a(*)aaa1)]=O",Potential electrophilic agents
[#6][CH2][NX3H2],Potential electrophilic agents
"[$(C(=C)([#6])[#6]);!$(C(=C)([#6])C=[CH2,CH])]=C[CH]=O",Potential electrophilic agents
"C([#6])([#6])=[CH,$(C(=C)([CH2][OH])[#6])][CH2][OH]",Potential electrophilic agents
"[CH,$(C(=O)(C=O)[CX4]),$(C(=O)(C=O)c1a(*)aaaa1),$(C(=O)(C=O)c1a(*)aaa1)](=O)[CH,$(C(=O)(C=O)[#6]);!$(C(=O)(C=O)C=[CH2,CH]);!$(C(=O)(C=O)C#C)]=O",Potential electrophilic agents
"[CH,$(C(=O)([CX4]C=O)[CX4]),$(C(=O)([CX4]C=O)c1a(*)aaaa1),$(C(=O)([CX4]C=O)c1a(*)aaa1)](=O)[CX4][CH,$(C(=O)([CX4]C=O)[#6]);!$(C(=O)([CX4]C=O)C=[CH2,CH]);!$(C(=O)([CX4]C=O)C#C)]=O",Potential electrophilic agents
"[$([NH2,$([NH]([CH2])[CX4])][CH2][CH2][NH2]),$([NH]1[CH2][CH2][NH][CH2][CH2]1)]",Potential electrophilic agents
"[$([NH2,$([NH]([CH2])[CX4])][CH2][CH2][OH]),$([NH]1[CH2][CH2]O[CH2][CH2]1)]",Potential electrophilic agents
[NH]1CC[NH1]CC1,Potential electrophilic agents
O1CC[NH1]CC1,Potential electrophilic agents
"[CH3,$([CH2]([F,Cl,Br,I])[#6]),$([CH]([F,Br,Cl,I])([#6])[#6]);!$([CH2,CH]C=O);!$([CH2,CH][CX4][NX3,SX2]);!$([CH2,CH][CX4][F,Cl,Br,I])][F,Cl,Br,I]",Potential electrophilic agents
"[CH3,$([CH2](N=N)[#6]),$([CH](N=N)([#6])[#6])][NX2]=[NH,$(N(=N)[#6])]",Potential electrophilic agents
"[#6]OS(=O)(=O)O[CH3,$([CH2](O)[#6]),$([CH](O)([#6])[#6])]",Potential electrophilic agents
"[#6]S(=O)(=O)O[CH3,$([CH2](O)[#6]),$([CH](O)([#6])[#6])]",Potential electrophilic agents
"[#6][O,SX2]P(=[O,SX1])([O,SX2][#6])[O,SX2][CH3,$([CH2](O)[#6]),$([CH](O)([#6])[#6])]",Potential electrophilic agents
"[#6][O,SX2]P(=[O,SX1])([#6])[O,SX2][CH3,$([CH2](O)[#6]),$([CH](O)([#6])[#6])]",Potential electrophilic agents
"[#6]C(=[O,SX1])[O,SX2][CH2,$([CH]([O,SX2])[#6])][c,CX3,CX2]",Potential electrophilic agents
"[$([CH]=[O,SX1]),$(C([#6])=[O,SX1])][CH2,$([CH](C=[O,SX1])[#6])][F,Cl,Br,I]",Potential electrophilic agents
"[CX4]O[CH2,$([CH](O)([CX4])[CX4]),$(C(O)([CX4])([CX4])[CX4])][CH2,$([CH]([F,Cl,Br,I])[#6])][F,Cl,Br,I]",Potential electrophilic agents
"[CH,$(C(#C)[#6])]#C[$([CH2](C#C)[F,Cl,Br,I,$(C#N),$(OS(=O)(=O)O[#6]),$(OS(=O)(=O)[#6])]),$([CH](C#C)([#6])[F,Cl,Br,I,$(C#N),$(OS(=O)(=O)O[#6]),$(OS(=O)(=O)[#6])])]",Potential electrophilic agents
"[c][$([CH2]([c])[F,Cl,Br,I,$(C#N),$(OS(=O)(=O)O[#6]),$(OS(=O)(=O)[#6])]),$([CH]([a])([#6])[F,Cl,Br,I,$(C#N),$(OS(=O)(=O)O[#6]),$(OS(=O)(=O)[#6])])]",Potential electrophilic agents
"[CX4]O[CH2,$([CH](O)([F,Cl,Br,I])[#6])][F,Cl,Br,I]",Potential electrophilic agents
C1OC1,Potential electrophilic agents
C1[NX3]C1,Potential electrophilic agents
C1[SX2]C1,Potential electrophilic agents
C1CC(=O)O1,Potential electrophilic agents
c1([CX3!R]=[CX3!R])ccccc1,Potential electrophilic agents
"[NX3]C(=O)[$([NH](C=O)[NX2]=O),$(N(C=O)([#6])[NX2]=O)]",Potential electrophilic agents
"[NX3]C(=[NH])[$([NH](C=[NH])[NX2]=O),$(N(C=[NH])([#6])[NX2]=O)]",Potential electrophilic agents
"[a][NX3](O[$([CH](O)=O),$(C(=O)(O)[#6])])[$([CH](N)=O),$(C(=O)(N)[#6])]",Potential electrophilic agents
"[#6]O[NX3](O[$([CH](O)=O),$(C(=O)(O)[#6])])[$([CH](N)=O),$(C(=O)(N)[#6])]",Potential electrophilic agents
"[#6&!$([CX3]=[OX1,SX1,NX2])][SH]",Potential electrophilic agents
[#6][SX2][SX2][#6],Potential electrophilic agents
[#6][SX2][SX4](=O)(=O)[#6],Potential electrophilic agents
[#6][SX2][SX3](=O)[#6],Potential electrophilic agents
"[#6][SX2][F,Cl,Br,I]",Potential electrophilic agents
[#6][SX2]C#N,Potential electrophilic agents
[a][SX4](=O)(=O)[OH],Potential electrophilic agents
"[cH,$(c(c)([sX2])[#6])]1[cH,$(c(c)(c=O)[#6])]c(=O)[nH,$(n(c=O)([sX2])[#6])][sX2]1",Potential electrophilic agents
"[CH2,$([CH](C)([SX2])[#6])]1[CH2,$([CH](C)(C=O)[#6])]C(=O)[NH,$(N(C=O)([SX2])[#6])][SX2]1",Potential electrophilic agents
[#6][SX4](=O)(=O)[NH]Cl,Potential electrophilic agents
"[CH,$(C(=O)(N)[#6])](=O)[NX3]([F,Cl,Br,I])[CH,$(C(=O)(N)[#6])]=O",Potential electrophilic agents
"C=[CH][F,Cl,Br,I]",Potential electrophilic agents
