SMILES,Caco-2Papp(× 10x6cm/s),LogPapp Value
Cl.Clc1ccccc1N2NC3=CC(=O)N4CCCN(Cc5ccccc5)CC4=C3C2=O,42.2,1.625312451
CS(=O)(=O)NC[C@@H]1CCC[C@@]2([C@H]1COc3c(F)ccc(F)c23)S(=O)(=O)c4ccc(cc4)C(F)(F)F,42.1,1.624282096
Nc1cc(c(cn1)c2cc(nc(n2)N3CCOCC3)N4CCOCC4)C(F)(F)F,42,1.62324929
NC1=NC(c2cccc(c2)c3cncnc3)(c4ccnc(c4)C5CC5)c6cccc(F)c16,42,1.62324929
Fc1cc(ccc1CN2CCCC2=O)n3nc(c4CCCCc34)C(F)(F)F,42,1.62324929
COc1ccc(cc1)c2oc(nn2)C(=O)N3CC(C3)Oc4ccc(CN5CCC(C)(O)C5)cc4,42,1.62324929
COC(=O)N[C@H](C(=O)NN(Cc1ccc(Br)cc1)C[C@@](O)(Cc2ccccc2)C(=O)N[C@@H]3[C@H](O)Cc4ccccc34)C(C)(C)C,42,1.62324929
COC(=O)N[C@H](C(=O)NN(CC[C@@](O)(Cc1ccccc1)C(=O)N[C@@H]2[C@H](O)Cc3ccccc23)Cc4ccc(Br)cc4)C(C)(C)C,42,1.62324929
CCOC(=O)c1ccc2N3C(=O)c4ccccc4N=C3C(=O)c2c1,42,1.62324929
CCN(CCO)C(=O)c1cc2cccnn2c1c3cccc(c3)C(F)(F)F,42,1.62324929
CCCCOc1ncc(cc1c2nc(O)c3nn(Cc4ccccn4)c(CCC)c3n2)C(=O)C,42,1.62324929
Cc1ccc(NS(=O)(=O)C)c(c1)C(=O)N2CCCC[C@H]2c3cc4nc(C)c(C)cn4n3,42,1.62324929
C[C@@H](N(C)c1cc(F)cc(F)c1)c2cc(cc3C(=O)C=C(Oc23)N4CCOCC4)C(=O)N(C)C,42,1.62324929
C[C@@H](CC(F)(F)F)C(=O)Nc1nc(C)c(s1)c2ccc(N)nc2,42,1.62324929
Nc1nccc(\C=C\c2ccccc2)n1,41.9,1.622214023
C[C@H]1N(CCn2c1nnc2c3nc(ns3)C(F)(F)F)C(=O)c4ccc(F)cc4,41.9,1.622214023
CN1C(=O)C=C(N=C1N2CCO[C@@H]3CCCC[C@@H]23)c4ccncc4F,41.8,1.621176282
FC(F)(F)c1nn(c2CCCCc12)c3ccc(cc3)C(=O)N4CCCC4,41.5,1.618048097
[O-][N+](=O)c1cn2C[C@@H](COc2n1)OCc3ccc(cc3)N4CCOCC4,41.49,1.617943435
OC(=O)c1cc(ncn1)c2ccc(Cl)c(Cl)c2,41.4,1.617000341
Cc1cc(NC(=O)c2ccc3ccccc3c2)ccc1c4ccc(OCC(C)(C)C(=O)O)cn4,41.3,1.615950052
CNC(=O)c1ccc2[nH]nc(Cc3ccc(cc3)c4cnn(C)c4)c2c1,41.2,1.614897216
N[C@@H](CC(=O)N1CCC[C@H]1COc2cc(ccn2)C#N)Cc3cc(F)c(F)cc3F,41,1.612783857
COc1ccc(cc1)c2oc(nn2)C(=O)N3CC(C3)Oc4ccc(CN5CC6(CCCO6)C5)cc4,41,1.612783857
CN(C[C@@H]1CCCN1C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)S(=O)(=O)C(F)(F)F,41,1.612783857
CN(C(=O)c1ccncc1)c2ccc(cc2)C(O)(C(F)(F)F)C(F)(F)F,41,1.612783857
CCCC1(CCCN1)C(=O)c2ccc3[nH]ccc3c2,41,1.612783857
Cc1nc(sc1C(=O)NCc2cn(C)cn2)N3C=NN(Cc4ccc(F)cc4)C3=O,41,1.612783857
Cc1nc(NC(=O)C(C)(C)CC(F)(F)F)sc1c2ccc(N)nc2,41,1.612783857
Cc1c(F)cc(cc1c2c(F)cn3c(nnc3c2F)C(C)(C)C)C(=O)NC4CC4,41,1.612783857
CC1=NC(N=C1N)(C2CCCCC2)c3cccc(c3)c4cccnc4,41,1.612783857
CC1=NC(N=C1N)(c2ccc(F)cc2)c3cccc(c3)c4cccnc4,41,1.612783857
CC(Oc1nc(cnc1N)c2ccc3nc(NC(=O)C)cn3c2)C(F)(F)F,41,1.612783857
CC(C)NC[C@@H](O)COc1cccc2ccccc12.Cl,41,1.612783857
CC(C)c1nnc2ccc(cn12)c3cnoc3c4cc(F)ccc4F,41,1.612783857
C(c1ccccc1)n2nnnc2C(N3CCCN(CC3)C4CCC4)c5ccc6occc6c5,41,1.612783857
COc1ccc2C(=CCCc2c1)CCCN3CCc4cc(OC)c(OC)cc4C3,40.7,1.609594409
C(c1ccc2ncccc2c1)n3nnc4nccnc34,40.5,1.607455023
N#Cc1cc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3)cc(c1)c4ncccc4C#N,40.2,1.604226053
COC1(C)CN(C1)C(=O)c2ccc3c(N)ncc(c4ccc(cc4)c5cnn(C)c5)c3n2,40.1,1.603144373
CC(C)Oc1cccc(c1)c2ccnc(n2)N3CCC(CC3)C(=O)N,40.1,1.603144373
[O-][N+](=O)c1cn2C[C@@H](COc2n1)OCc3ccc(cc3)N4CCOCC4=O,40.08,1.602927713
o1cccc1c2nc3[nH]ccc3cc2c4ccncn4,40,1.602059991
O=C1Nc2cc(c3ccncn3)c(nc2N1)c4occc4,40,1.602059991
FC(F)(F)c1nn(c2CCCCc12)c3ccc(CN4CCCS4(=O)=O)cc3,40,1.602059991
COc1cccc(c1)c2cccc(c2)C3(N=C(C)C(=N3)N)c4ccncc4,40,1.602059991
COc1ccc(CCN2[C@@H](CN(NS(=O)(=O)C)C2=O)c3ccc(OC)cc3)cc1,40,1.602059991
CCOC(=O)c1cc(C#N)c(nc1C)N2CCC(CC2)C(=O)NS(=O)(=O)Cc3ccc(OC)cc3,40,1.602059991
CCOC(=O)c1cc(C#N)c(nc1C)N2CCC(CC2)C(=O)NS(=O)(=O)Cc3ccc(cc3)C(C)C,40,1.602059991
CCOC(=O)c1cc(C#N)c(nc1C)N2CCC(CC2)C(=O)NS(=O)(=O)Cc3ccc(C)cc3,40,1.602059991
CCN1CCN(CC1)S(=O)(=O)c2cnc(OCC(C)C)c(c2)C3=Nc4c(CC)n(CCOC)nc4C(=O)N3,40,1.602059991
CCCCC(=O)O[C@@H](C(=O)N1N=CC[C@H]1C(=O)NCc2cc(Cl)ccc2n3cnnn3)c4ccc(F)cc4,40,1.602059991
Cc1nc(sc1C(=O)NCc2cccnc2)N3C=NN(CCOc4ccc(F)cc4)C3=O,40,1.602059991
Cc1ccncc1c2cccc3c2ncn3CC(F)(F)F,40,1.602059991
CC(C)C[C@H](OC(=O)C(C)(C)C)C(=O)NC1(CCCC1)C(=O)N[C@@H](CCc2ccccc2)c3onc(n3)C4CC4,40,1.602059991
CC(=O)Nc1cn2cc(ccc2n1)c3cnc(N)c(c3)C(F)(F)F,40,1.602059991
[O-][N+](=O)c1cn2C[C@@H](COc2n1)OCc3ccc(nc3)N4CCSCC4=O,40,1.602059991
COCCCN1C(=O)C=C2NN(C(=O)C2=C1CN(C)Cc3ccccc3)c4ccc(F)cc4Cl,39.9,1.600972896
COc1ncc(NC(=O)C(=O)c2cn(C(C)C)c3ccccc23)cn1,39.8,1.599883072
OCC(=O)Nc1ccc2N=CN(Cc3ccc(Cl)c(Cl)c3)C(=O)c2c1,39.7,1.598790507
Cn1cc(cn1)c2ccc(cc2)c3cnc(N)c4ccc(cc34)C(=O)N5CC(F)(F)C5,39.7,1.598790507
[O-][N+](=O)c1cn2C[C@@H](COc2n1)OCc3ccc(cc3)N4CCSCC4=O,39.56,1.597256283
COC(=O)c1ccc2nc(n(C)c2c1)C(F)(F)F,39.25,1.593839661
OC(=O)C1=CC(=C2C=CC=CN2C1=O)CN3CCC(CC3)(C#N)c4cccnc4,39,1.591064607
o1cccc1c2nc3[nH]ncc3cc2c4ccncn4,39,1.591064607
Nc1nonc1\C(=N\O)\NCc2ccccc2,39,1.591064607
NC1=NC(c2cccc(c2)c3cncnc3)(c4ccnc(c4)C(F)(F)F)c5cccc(F)c15,39,1.591064607
Fc1cnc(CCN2C(C(=O)NCc3ccc(F)c(c3)C(F)(F)F)c4ccccc4C2=O)nc1,39,1.591064607
FC(F)Oc1ccc(cc1OCC2CC2)C(=O)Nc3c(Cl)cncc3Cl,39,1.591064607
Cn1cc(cn1)c2ccc(Cc3n[nH]c4ccc(cc34)C(=O)N5CC(F)(F)C5)cc2,39,1.591064607
Cn1c(c2ccccn2)c(C3CCCCC3)c4ccc(cc14)C(=O)NC5(CCC5)C(=O)Nc6ccc(\C=C\C(=O)O)cc6,39,1.591064607
Cc1nc(sc1C(=O)NCc2cccnc2)N3C=NN(Cc4oc(cc4)C(F)(F)F)C3=O,39,1.591064607
Cc1cc(OC(F)(F)F)ccc1C2=C(Oc3ccc(\C=C\C(=O)O)cc3)c4ccccc4OC2=O,39,1.591064607
CC1(Sc2ccccc2C(=N1)N)c3cccc(c3)c4cncnc4,39,1.591064607
CC1(Oc2cccc(F)c2C(=N1)N)c3cccc(c3)c4cncnc4,39,1.591064607
CC(Nc1cccc(F)c1)C2=CC(=CN3C(=O)C=C(N=C23)N4CCOCC4)C(=O)N(C)C,39,1.591064607
CC(C)CNC(=O)[C@@H]1C[C@@](F)(C1)c2ccc(CN3CCCC3)c(F)c2,38.8,1.588831726
CCN(C(=O)c1ccc(cc1)C#N)c2ccc(cc2)C(O)(C(F)(F)F)C(F)(F)F,38.7,1.587710965
CN1CCN(CC1=O)C2=NC=C3C(=C2)C(=NN3)C4=NC(=CC=C4)N5CCNCC5,38.5,1.58546073
CC(=O)NCC(=O)NCCc1ccccc1,38.4,1.584331224
CS(=O)(=O)Nc1ccc(cc1Oc2ccccc2)[N+](=O)[O-],38.35,1.583765368
Cl.NC[C@H]1C[C@@H]1c2cc(Cl)ccc2OCC(=C)F,38.3,1.583198774
CC1=C(C=CC2=C1N=C(N=C2OC3CC4C(=O)NC5(CC5C=CCCCCCNC(=O)N4C3)C(=O)NS(=O)(=O)C6CC6)C7=CC=CC=C7)OC,38,1.579783597
O=C(Nc1cnc(c2ccncc2)c(n1)c3cccnc3)C4CC4,38,1.579783597
NC(=O)c1cncc(n1)c2ccc(cc2)[C@@H]3CC[C@@H](CCO)CC3,38,1.579783597
FC(F)(F)c1cc(cc(c1)C(F)(F)F)C2CC(=O)CC(=O)C2,38,1.579783597
COc1ncnc(Cn2cc(C(=O)NCC3CC3)c4ncccc24)c1C,38,1.579783597
COc1cc(Nc2nc3N(Cc4ccccc4C)C(=O)CCn3n2)ccc1c5noc(C)n5,38,1.579783597
CN1CCN(CC1)S(=O)(=O)c2cc(C)c(cc2C)c3cnc(N)c(n3)C(=O)Nc4cccnc4,38,1.579783597
CN(C)C(=O)N1CC(=C[C@@]1(CC[C@H](N)C(F)F)c2ccccc2)c3cc(F)ccc3F,38,1.579783597
CCCN1CCO[C@@H](C1)c2cccc(O)c2,38,1.579783597
Cc1cn2nc(cc2nc1N3CC(C3)C#N)[C@@H]4CCCCN4C(=O)c5cc(Cl)ccc5NS(=O)(=O)C,38,1.579783597
CC(C)C1=NC(C)(N=C1N)c2cccc(c2)c3cccnc3,38,1.579783597
C[C@@H]1COCCN1c2nc(cc3c2ncn3C)c4c(F)ncc5[nH]ccc45,38,1.579783597
CCCc1nn(C)c2C(=O)NC(=Nc12)c3cc(ccc3OCC)S(=O)(=O)N4CCN(C)CC4,37.9,1.57863921
Oc1ccc(cc1)[C@@H]2CC(=O)c3c(O)cc(O)cc3O2,37.8,1.5774918
[O-][N+](=O)c1cn2C[C@@H](COc2n1)OCc3ccc(nc3)N4CCCCC4,37.64,1.575649615
CC(C)N1C(=O)CNc2ncc(nc12)c3ccc(nc3C)c4nc[nH]n4,37.6,1.575187845
CS(=O)(=O)N1CCc2cc(ccc12)S(=O)(=O)c3ccc4OCCOc4c3,37.5,1.574031268
Fc1ccc(F)c(c1)C2(CCN(CC2)C(=O)C3(CC3)C(F)(F)F)S(=O)(=O)c4ccc(Cl)cc4,37.3,1.571708832
C[C@H]1Cn2c(CN1C(=O)c3cccc(c3Cl)C(F)(F)F)nnc2c4ccc(F)cc4,37.3,1.571708832
[O-][N+](=O)c1cn2C[C@@H](COc2n1)OCc3ccc(nc3)N4CCOCC4,37.13,1.569724949
Fc1ccc2oc(CC3=NC(=CC(=O)N3)N4CCOCC4)nc2c1c5ccccc5,37.1,1.56937391
NC1=N[C@@](c2cccc(c2)c3cncnc3)(c4ccnc(c4)C(F)F)c5cc(F)cc(F)c15,37,1.568201724
Fc1cnccc1c2ncc(NC(=O)C3CC3)nc2c4cccnc4,37,1.568201724
CN1CCN(CC1)S(=O)(=O)c2ccc(c3cnc(N)c(n3)C(=O)Nc4cccnc4)c(c2)C(F)(F)F,37,1.568201724
Clc1cncc(c2ccc(cc2)N3CCOCC3)c1N4CCC5(CCNC5=O)CC4,37,1.568201724
CCCCOc1ncc(cc1c2nc(O)c3nn(CCN4CCOCC4)c(CC)c3n2)C(=O)C,37,1.568201724
CCCC1(CCCN1)C(=O)c2ccc(N)c(Cl)c2,37,1.568201724
Cc1cn2nc(cc2nc1N3CC(F)C3)[C@@H]4CCCCN4C(=O)c5cc(Cl)ccc5NS(=O)(=O)C,37,1.568201724
Cc1cc(OCCN2CCOCC2)nn1c3ccc4ccccc4c3,37,1.568201724
CS(=O)(=O)NC[C@@H]1CC[C@H](CC1)Nc2nc3c(CCSc4ccccc34)s2,36.7,1.564666064
Cn1cc(C#N)c2ccccc12,36.7,1.564666064
Clc1cc(Cl)cc(OCC2=CC(=O)NN2)c1,36.7,1.564666064
CN1CCN(C(=O)C1)c2ccc(cn2)C3CC(=NO3)c4oc(cc4)[N+](=O)[O-],36.6,1.563481085
Cn1cc(cn1)c2ccc(Cc3n[nH]c4ccc(cc34)C(=O)N5CCC(F)(F)C5)cc2,36.5,1.562292864
COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,36.31,1.560026249
COc1ccc2onc(N3CCN(CCCCNC(=O)c4ccc(cc4)N5CCOCC5)CC3)c2c1,36.3,1.559906625
CC(=O)Nc1ccc(O)cc1,36.3,1.559906625
CC1(C)CCN(C(=O)N2CCC(C2)c3cn[nH]c3)c4ccccc14,36.2,1.558708571
CCCC1=CN(CC(=O)N(CCN(CC)CC)Cc2ccc(cc2)c3ccc(cc3)C(F)(F)F)C(=NC1=O)SCc4ccc(F)cc4,36.11111111,1.557640852
OC(=O)C1=CN(Cc2ccc3OCCOc3c2)c4cccc(F)c4C1=O,36,1.556302501
O=C(Nc1cnc(c2ccncc2)c(n1)c3occc3)C4CC4,36,1.556302501
Nc1nonc1\C(=N\O)\Nc2ccc(F)c(Cl)c2,36,1.556302501
NC(=O)C1CCN(CC1)c2c(Cl)cncc2Cl,36,1.556302501
COc1ccc(cc1)c2oc(nn2)C(=O)N3CCC(CC3)Oc4ccc(CN5CCC(O)C5)cc4,36,1.556302501
COc1cc(Nc2nc3N(Cc4ccccc4)C(=O)CCn3n2)ccc1n5cnc(C)c5,36,1.556302501
COc1cc(Nc2nc3C(CCCn3n2)c4ccccc4)ccc1n5cnc(C)c5,36,1.556302501
CN(C)C(=O)c1cc(CN(C)c2cc(F)cc(F)c2)c3OC(=CC(=O)c3c1)N4CCOCC4,36,1.556302501
CCC1(C)NC(=O)c2cc(ccc2NC1=O)S(=O)(=O)N(C)c3ccccc3,36,1.556302501
Cc1cnc(CNC(=O)c2sc(nc2C)N3C=NN(Cc4ccc(F)cc4)C3=O)cn1,36,1.556302501
Cc1cccc(NS(=O)(=O)c2cccc(Cl)c2C)n1,36,1.556302501
C[C@H]1N(CCn2c1nnc2c3nc(C)ns3)C(=O)c4ccc(cc4)c5cccs5,36,1.556302501
COc1cc2c(CNS(=O)(=O)C(F)(F)F)cnc(C(=O)c3cccc(OC(C)C)c3)c2cc1OC,35.7,1.552668216
NC[C@H]1C[C@@H]1c2cc(Cl)ccc2OCC=C.OC(=O)C(F)(F)F,35.6,1.551449998
CC(=O)CC(C1=C(O)c2ccccc2OC1=O)c3ccccc3,35.51111111,1.550364261
CN1C(=O)C=C2NN(C(=O)C2=C1COc3ccc(F)cc3)c4ccccc4Cl,35.5,1.550228353
Cl.NC[C@H]1C[C@@H]1c2cc(Cl)ccc2OCCF,35.5,1.550228353
[O-][N+](=O)c1cn2C[C@@H](COc2n1)OCc3ccc(N4CCCCC4)c(F)c3,35.46,1.549738731
Cc1cnc2nnn(Cc3ccc4ncccc4c3)c2n1,35.4,1.549003262
CC(Nc1ccccc1)C2=CC(=CN3C(=O)C=C(N=C23)N4CCOCC4)C(=O)N(C)CCO,35.4,1.549003262
C(Nc1ncnc2ccc(cc12)c3ccc4OCOc4c3)C5CCOC5,35.4,1.549003262
Cc1cccc(NC(=O)Nc2ccc(Cc3ccc(NC(=O)Nc4cccc(C)c4)cc3)cc2)c1,35.35,1.548389418
Oc1cccc(NC2=C(Cl)C(=O)c3ccncc3C2=O)c1,35.3,1.547774705
COc1ccc(NC(=O)Nc2ccc(Cc3ccc(NC(=O)Nc4ccc(OC)cc4)cc3)cc2)cc1,35.3,1.547774705
COc1cc2CCN(Cc3ccc4cc(O)ccc4c3)Cc2cc1OC,35.3,1.547774705
O=C(Nc1cnc(c2ccncc2)c(n1)c3ccccn3)C4CC4,35,1.544068044
COc1ccc(NC(=O)c2ccc(C[S+](C)[O-])c3ccccc23)c(n1)C(=O)NCC4CCOCC4,35,1.544068044
COc1ccc(NC(=O)C(=O)c2cn(CC3CCCO3)c4ccccc24)cn1,35,1.544068044
COc1ccc(cc1)c2oc(nn2)C(=O)N3CC(C3)Oc4ccc(CN5CCCC5)cc4,35,1.544068044
COc1cc(Nc2nc3N(CC(C)(C)O)CCC(c4ccccc4)n3n2)ccc1n5cnc(C)c5,35,1.544068044
COC(=O)NCC(O)CN1[C@@H]2CC[C@H]1C[C@H](C2)NC(=O)C3=Cc4ccccc4N(C(C)C)C3=O,35,1.544068044
COC(=O)N[C@H](C(=O)NN(Cc1ccccc1)C[C@@](O)(Cc2ccccc2)C(=O)N[C@@H]3[C@H](O)Cc4ccccc34)C(C)(C)C,35,1.544068044
COC(=O)N(C)CC(O)CN1[C@@H]2CC[C@H]1C[C@H](C2)NC(=O)C3=Cc4ccccc4N(C(C)C)C3=O,35,1.544068044
COC(=O)N(C)c1cc2c(NCc3ccc(OC)c(Cl)c3)ncnc2c(CCO)c1OC,35,1.544068044
CN(Cc1ccc(F)cc1)C(=O)[C@]2(C[C@H]2CN3CCN(CC3)C(=O)CN4CCOCC4)c5ccc(Cl)c(Cl)c5,35,1.544068044
CCCC[C@@H](O)C(=O)N1[C@@H]2C[C@@H]2C[C@H]1C(=O)NCc3cc(Cl)ccc3n4cnnn4,35,1.544068044
CCC1(C)NC(=O)c2cc(cc(Cl)c2NC1=O)S(=O)(=O)Nc3ccc(F)cc3F,35,1.544068044
Cc1ncc(nc1c2ccc(cc2)[C@@H]3CC[C@@H](CC(=O)O)CC3)C(=O)N,35,1.544068044
Cc1nc(sc1C(=O)NCc2ccccn2)N3C=NN(Cc4ccc(F)cc4)C3=O,35,1.544068044
C[C@@H](NC(=O)C1(CC1)NC(=O)c2ccon2)c3ncc(cc3F)c4cc(Cl)cc(Cl)c4OCC(F)F,35,1.544068044
COCCCN1C[C@@H]2[C@@H](CNC(=O)c3nc(C(C)C)n4ccccc34)[C@@H]2C1,34.8,1.541579244
CCCCN1N=C(N=C2C(=O)N(C)C(=O)N=C12)c3nc4ccccc4s3,34.8,1.541579244
COc1c(C)cnc(Cn2cc(C#CCC(C)(C)O)c3c(Cl)nc(N)nc23)c1C,34.7,1.540329475
CCOC(=O)[C@H](Cc1ccc(cc1)C2=C(C)N(C)C(=O)N(C)C2=O)NC(=O)c3c(C)cccc3Cl,34.7,1.540329475
CC1=CN(C=N1)C2=C(C=C(C=C2)C=C3CCCN4C3=NOC4(C)C5=CC=C(C=C5)F)OC,34.6,1.539076099
NC(=O)c1cccc(Cc2ncccn2)c1,34.6,1.539076099
Cc1ccnc(SC(F)(F)c2oc3ccccc3n2)n1,34.6,1.539076099
FC(F)(F)Oc1ccc(cc1)c2ccc3nnc(n3c2)C(F)(F)F,34.55,1.538448052
CCOc1ccc(cc1c2nc3C(=O)N(C)C(=O)N(CC(C)CC)c3[nH]2)S(=O)(=O)N4CCN(C)CC4,34.5,1.537819095
CCc1c(CCCC(=O)O)cccc1c2noc(n2)c3ccc(OC(C)C)c(c3)C#N,34.5,1.537819095
CC(C)(O)Cn1cc(cn1)c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2,34.5,1.537819095
Cl.Cl.Cc1cc2OC(=O)C=C(c3cccc(N)c3)c2c(C)c1c4ccc(CN5CCOCC5)cc4,34.46,1.537315273
CCN(C)C(=O)[C@@H]1C[C@@H](C1)c2ccc(CN3CCCC3)c(F)c2,34.3,1.53529412
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,34,1.531478917
O=C(NCCCNc1nc(Nc2ccc(cc2)N3CCOCC3)ncc1C4CC4)C5CCC5,34,1.531478917
O=C(Nc1cnc(c2ccncc2)c(n1)c3ccncc3)C4CC4,34,1.531478917
NC1=N[C@@](c2cccc(c2)c3cncnc3)(c4ccnc(c4)C(F)F)c5cccc(F)c15,34,1.531478917
FC(F)(F)c1ccccc1C(=O)N2CCN(CC2)c3ccc(nn3)C(=O)NCc4ccccc4,34,1.531478917
COc1cccc(c1)c2cccc(c2)C3(C)N=C(C)C(=N3)N,34,1.531478917
COc1ccc(cc1)c2oc(nn2)C(=O)N3CCC(CC3)Oc4ccc(CN5CC(O)C(C)(C)C5)cc4,34,1.531478917
COC(=O)c1c(Cl)cccc1c2ccc([C@@H](C)NC(=O)C3(CC3)NC(=O)C(F)(F)F)c(F)c2,34,1.531478917
Cn1cc(cn1)c2ccc(cc2)c3cnc(N)c4ccc(nc34)C(=O)N5CCOCC5,34,1.531478917
CN(C)C(=O)Cn1cc(cn1)c2onc(n2)[C@](C)(C3CC3)c4ccc(cc4)c5cnc(N)nc5,34,1.531478917
CCCOCCN1C(=O)C(=Nc2cnc(cc12)c3ccc(OC)nc3)N[C@@H]4CC[C@@H](O)CC4,34,1.531478917
CCc1nc(N)nc(N)c1c2ccc3OC(C)(C(=O)N(CCNC(=O)C)c3c2)c4ccc(Cl)cc4,34,1.531478917
Cc1nc(sc1C(=O)NCc2cccnc2)N3C=NN(CC4CC4(F)F)C3=O,34,1.531478917
Cc1ccc(NS(=O)(=O)C)c(c1)C(=O)N2CCCC[C@H]2c3cc4nc(ccn4n3)C5CC5,34,1.531478917
Cc1ccc(NS(=O)(=O)C)c(c1)C(=O)N2CCCC[C@H]2c3cc4nc(cc(C)n4n3)C5CC5,34,1.531478917
CC1(O)CCN(Cc2ccc(OC3CN(C3)C(=O)c4oc(nn4)c5ccccc5)cc2)C1,34,1.531478917
CC(Nc1ccc(F)cc1)C2=CC(=CN3C(=O)C=C(N=C23)N4CCOCC4)C(=O)N(C)C,34,1.531478917
CC(C)(C)[C@@H](O)C(=O)N1[C@@H]2C[C@@H]2C[C@H]1C(=O)NCc3cc(Cl)ccc3n4cnnn4,34,1.531478917
C[C@@H]1CC[C@H](CN1C(=O)c2ccccc2n3nccn3)Oc4ccnc5c(F)cccc45,34,1.531478917
NS(=O)(=O)c1ccc(Nc2ncc3CCc4sccc4c3n2)cc1,33.95,1.530839779
C[C@H]1N(CCn2c1nnc2c3csc(C)n3)C(=O)c4ccc(cc4)c5cccs5,33.9,1.530199698
OC(=O)C1CCN(CC1)c2ncc(s2)c3ccc4OCCCOc4c3,33.8,1.5289167
[O-][N+](=O)c1cn2C[C@@H](COc2n1)OCc3ccc(nc3)N4CCCCC4=O,33.68,1.527372083
COCC(C)n1cc(C(=O)C(=O)Nc2ccc(OC)nc2)c3ccccc13,33.6,1.526339277
COC1CN(C1)C(=O)c2ccc3[nH]nc(Cc4ccc5c(cnn5C)c4)c3c2,33.6,1.526339277
CS(=O)(=O)NCc1ccc(cc1)n2nc(c3CCCCc23)C(F)(F)F,33.5,1.525044807
Cn1ncc2cc(Cc3n[nH]c4ccc(cc34)C(=O)N5CCC(F)(F)C5)ccc12,33.4,1.523746467
CN(CCOc1ccccc1Sc2ccccc2)CC(=O)O,33.4,1.523746467
[O-][N+](=O)c1cn2C[C@@H](COc2n1)OCc3ccc(N4CCSCC4=O)c(F)c3,33.39,1.523616419
CCN(CC)CCN(Cc1ccc(cc1)c2ccc(Cl)cc2)C(=O)CN3C=C(CC)C(=O)N=C3SCc4ccc(F)cc4,33.33333333,1.522878745
OCC(=O)Nc1ccc2C(=O)N(Cc3ccc(Cl)c(Cl)c3)C=Nc2c1,33.3,1.522444234
COc1cc(OC)c(\C=C\S(=O)(=O)Cc2ccc(OC)c(N)n2)c(OC)c1,33.1,1.519827994
CNC(=O)c1ccc2[nH]nc(Cc3ccc4c(cnn4C)c3)c2c1,33.1,1.519827994
Clc1cccc(c1)c2cc3C(=O)NCC(CC(=O)NCc4occc4)n3c2,33.1,1.519827994
C1=CC=C(C=C1)CC2(C3=CC=CC=C3C4=NC=CN42)C5=CC=C(C=C5)C#N,33,1.51851394
CC1=C(C=CC2=C1N=C(N=C2OC3CC4C(=O)NC5(CC5C=CCCCCN(C(=O)N4C3)C)C(=O)NS(=O)(=O)C6CC6)C7=CC=C(C=C7)OC)OC,33,1.51851394
OC(=O)[C@@H]1CC[C@@H](CC1)Oc2ccc(NC(=O)c3oc(Nc4cc(F)c(F)cc4F)nn3)c(F)c2,33,1.51851394
Fc1cnccc1c2ncc(NC(=O)C3CC3)nc2c4ccncc4,33,1.51851394
Fc1ccc(Oc2nccc3[nH]ccc23)c(F)c1,33,1.51851394
COc1ncnc(Cn2cc(C(=O)NCCF)c3ncc(C)cc23)c1C,33,1.51851394
COc1cc(C)c(C(=O)N2C[C@H]3CN(CC[C@H](NC(=O)C4CCCC4)c5ccccc5)C[C@H]3C2)c(C)c1,33,1.51851394
COc1c(C)cc(nc1C)C2(N=C(N)c3c(F)cccc23)c4cccc(c4)c5cncnc5,33,1.51851394
COC(=O)N[C@H](C(=O)NN(Cc1ccc(cc1)c2cccnc2)C[C@@](O)(Cc3ccccc3)C(=O)N[C@@H]4[C@H](O)Cc5ccccc45)C(C)(C)C,33,1.51851394
CN1CCN(CC1)C2Cc3ccccc3Sc4ccc(CNC(=O)C)cc24,33,1.51851394
CN1C(=O)C=C(N[C@H]2C[C@H]3CC[C@@H](C2)N3C(=O)c4noc(C)c4C)c5nccnc15,33,1.51851394
CN1C(=O)C(=Cc2cnc(NC3CCOCC3)nc12)Oc4ccc(F)cc4F,33,1.51851394
CCOc1ccccc1C[C@@H](N2CCNCC2)c3ccccc3,33,1.51851394
CCCc1nn(C)c2c(O)nc(nc12)c3cc(ccc3OCC)C(=O)CN4CCOCC4,33,1.51851394
CCCC[C@@H](O)C(=O)N1C[C@H]2C[C@H]2[C@H]1C(=O)NCc3cc(Cl)ccc3n4cnnn4,33,1.51851394
CCC(=O)O[C@@H](C(=O)N1N=CC[C@H]1C(=O)NCc2cc(Cl)ccc2n3cnnn3)c4ccc(F)cc4,33,1.51851394
Cc1ccc(NS(=O)(=O)C)c(c1)C(=O)N2CCCC[C@H]2c3cc4nc(C5CC5)c(C)cn4n3,33,1.51851394
Cc1cc(NC(=O)c2ccc3ccccc3c2)ccc1c4cnc(OCC(C)(C)C(=O)O)nc4,33,1.51851394
CC(C)N1C(=O)C(=Cc2ccccc12)C(=O)N[C@H]3C[C@H]4CC[C@@H](C3)N4CC(O)CN(C)C(=O)N(C)C,33,1.51851394
C[C@H](Nc1nc(C(=O)N2CCCC2)c3sccc3n1)c4cccnc4,33,1.51851394
